Patente|Pedimento|SeccionAduanera|SecuenciaObservacion|Observaciones|TipoPedimento|FechaValidacionPagoR
1680|5031282|800|3|O LOGISTICS MEXICO S. DE R.L. DE C.V. CAMINO AL ITESO, NUM. EXT: 8900, INT.: 2A, TECNOLOGICO, SAN PEDRO TLAQUEPAQUE, JAL|1|2026-01-14 08:30:01|
1669|6900377|510|9|R:2951 MXPFLETE DICE:4945632 MXPFLETE DEBE DECIR:4953357 MXPSE ELIMINA EL IDENTIFICADOR FR COMPLEMENTO 1FECHA DE ENTRADA|2|2026-01-05 15:03:01|
1669|5000227|810|3|CION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA|1|2026-01-08 15:41:02|
3949|5004809|160|5|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-08 12:55:04|
3376|6001547|240|66|TOLEDO MOLDING DE MEXICO S DE RL DE CV AV. AMISTAD 109 APASEO EL GRANDE, GUANAJUATO 38160|2|2026-01-16 10:05:08|
3949|5060523|071|3|AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-00-2025-53|1|2026-01-08 12:49:05|
3569|5000186|120|8|;COVE257UPFUH2;EUR;4,344.260 FACTR: FACIL EUROPE BV;BE 0469 459 412;96014561;20-08-2025;COVE257UPFUN6;EUR;17,617.060 FAC|1|2026-01-05 09:31:02|
3949|5104832|071|1|PLANTA 1208 EF18A TIPO DE MATERIAL: GARANTIAS FACTOR INCREMENTABLE CORRESPONDIENTE DICIEMBRE 0.01109 FLETES 0.01108, SEG|1|2026-01-06 14:31:01|
1680|5031259|800|3|IN CITY, SICHUAN PROVINCE, CHINA   TAX ID: 91350900587527783P   TRANSFIERE:  ADUALINK VMI SERVICES SA DE CV AVENIDA VALL|1|2026-01-15 12:06:03|
3569|5025866|232|8|257UXGT78;USD;119,259.000 FACTR: HANON SYSTEMS EL PASO DISTRIBUTION;611697358;7781428;03-12-2025;COVE257UWY1Q4;USD;6,886|1|2026-01-05 14:40:01|
3147|5023953|650|2|RMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTES, NUMERO: (500-00|1|2026-01-08 16:14:00|
1669|5000230|810|10|LA LEY ADUANERA.|1|2026-01-05 14:12:00|
3949|5060547|071|5|29, MOTIVO POR EL CUAL SE DECLARA ESTE ULTIMO. PLANTA. AP24A CPC 11-F2 PLANTA: 1310 TIPO DE MATERIAL: PRODUCTIVO FACTOR|1|2026-01-08 19:55:02|
1680|5000278|230|6|ON, ENSAMBLE O REPARACION, ENSAMBLE O REPARACION, CON LA SIGUIENTE RAZON SOCIAL Y DIRECCION.SONORA FORMING S.A DE C.VPAR|1|2026-01-07 13:43:00|
3949|5104866|071|3|37 Y 37-A DE LA LEY ADUANERA. PEDIMENTO CONSOLIDADO 1 A 31 DICIEMBRE 2025. EL IMPORTADOR CUENTA CON AUTORIZACION DE DEP|1|2026-01-06 15:39:04|
3949|5000639|672|3|AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 500-00-00-00-00-2025-53|1|2026-01-02 16:13:00|
3147|5009553|521|6|UIAS AEREAS ESTA OPERACION SE REALIZA DE CONFORMIDAD CON EL ART.36 PARRAFO I Y ARTS.37 Y 108 DE LA LEY ADUANERA VIGENTE|1|2026-01-08 19:13:02|
1680|5036307|240|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO.500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-08 13:43:02|
3949|5000727|672|6|GLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA|1|2026-01-06 15:56:01|
1680|5050303|800|1|EL IMPORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-07 17:02:03|
1680|5005484|230|3|ACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO. 326-SAT-57813 Y QUE TUVO ACTUALIZACION CONFORM|1|2026-01-06 17:08:00|
1680|5031269|800|1|OPERACION REALIZADA AL AMPARO DE LA REGLA 4.3.21.ESTA OPERACION SE RELACIONA CON EL PEDIMENTO DE EXPORTACION : 25 67 342|1|2026-01-13 11:21:08|
1680|5050298|800|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO.500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-07 15:51:02|
1680|5035203|800|4|37 Y 37-A DE LA LEYADUANERA.PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.RETORNO DE MERCANCIA EN SU MISMO E|1|2026-01-06 16:12:04|
1669|6900401|510|18|5143-E727-40F0-8DA4-F9617A5FC5BD,C0CF1221-00D5-4C89-B7DD-BBE986594BF8,F8AF2DB4-F815-4352-BC53-266A49242552|2|2026-01-13 17:15:03|
1733|5036223|640|4|RESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA|1|2026-01-07 10:53:01|
1680|5070750|240|4|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-07 16:45:04|
1680|5031278|800|9|RIAL CUAMATLA, C.P 54730, CUAUTITLAN IZCALLI, MEXICO.|1|2026-01-09 15:42:02|
3147|5005570|850|7|LA LEY ADUANERAPEDIMENTO CONSOLIDADO DEL 01 AL 30 DE DICIEMBRE DEL 2025.EL FACTOR DE INCREMENTABLES PARA EL MES DE DICIE|1|2026-01-09 23:47:03|
3949|5104842|071|3|PORTADOR CUENTA CON AUTORIZACION DE DEPOSITO FISCAL PARA LAINDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE|1|2026-01-13 15:07:01|
1680|5035181|800|2|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DESEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029.LA PRESENTE OPERACION SE|1|2026-01-06 17:31:00|
3949|5060543|071|3|VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL|1|2026-01-08 19:55:02|
1669|6900401|510|4|DEL CONTENEDOR HAMU1922485FORD MOTOR COMPANY S.A. DE C.V. / 3754 PIEZAS VIAJAN DENTRO DEL CONTENEDOR HAMU4356720FORD MO|2|2026-01-13 17:15:03|
1680|6000837|800|1|NACIONALIZACION DEL PEDIMENTO F2: 25 24 1680 5092151ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DE|1|2026-01-13 12:09:02|
1680|5036307|240|5|E APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, DEL MANUAL DE OPERACION ADUANARA EN VIGOR. SE HA|1|2026-01-08 13:43:02|
3569|5025866|232|12|CTR: HARMAN BECKER AUTOMOTIVE SYSTEMS IN;36-313029700;7784592;05-12-2025;COVE257V2ABM3;USD;12,541.540 FACTR: ROBERT BOSC|1|2026-01-05 14:40:01|
3376|6001547|240|86|PENSKE LOGISTICA SA DE CV AVE EJE 2#271 VILLA DE REYES 79525|2|2026-01-16 10:05:08|
1680|5092187|240|3|2025 AL 15 DE NOVIEMBRE DEL 2029. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE L|1|2026-01-12 15:57:02|
1680|6011236|240|4|CCION VII DE LA LEY DE TENENCIA|1|2026-01-15 18:33:10|
1669|6900408|510|1|MARCAS, NUMERO, TOTAL DE BULTOS:369 VEHICULOSRECINTO: 259 (SSA)PESO BRUTO:615,340.00 KGLA PRESENTE OPERACION SE REALIZA|1|2026-01-19 13:28:02|
1669|5000222|810|6|LOS CONOCIMIENTOS MARITIMOS: MEDUW6463717,MEDUKJ489930,MEDUW6494670. SE SUBDIVIDEN DE CONFORMIDAD CON EL ART.36A DE LA L|1|2026-01-08 15:44:00|
1680|6000845|800|4|ICULOS DE AUTOTRANSPORTEESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-|1|2026-01-16 14:44:05|
1680|6011221|240|4|E AUTOS EN BASE AL ARTICULO 1 FRACCION 2 DE LA LEY DEL ISAN Y ART 8 FRACCION VII DE LA LEY DE TENENCIANODRIZA SIN SELLO|2|2026-01-03 13:19:02|
3147|5009246|521|1|FACTURAS INTERNAS: FMMT5388, FMMT5418UUID CARTA PORTE:D3C7FD09-E97C-478D-A0B0-549B86BC239E,DAAB86AB-87AF-4418-B9DF-DEA6B|1|2026-01-08 18:30:01|
1669|5000231|810|10|OTROS: 0.01085|1|2026-01-08 15:47:01|
1680|5005479|230|8|UE HABRAN DE APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, DEL MANUAL DE OPERACION ADUANERA EN V|1|2026-01-06 19:04:01|
3147|5038407|470|4|326-SAT-57813  Y QUE TUVO ACTUALIZACION CONFORME AL NUEVO OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 0|1|2026-01-08 15:18:01|
3147|5037949|470|1|PLANTA: 1602TIPO DE MATERIAL: NO PRODUCTIVO/REFACCIONESESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE|1|2026-01-09 16:27:03|
1669|5000232|810|3|10-H1-4133A.|1|2026-01-05 15:53:01|
3949|5104842|071|5|LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO.500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 2 DE S|1|2026-01-13 15:07:01|
3949|5000181|672|5|LIDADO 1 AL 31 DE DICIEMBRE DE 2025. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE|1|2026-01-07 13:37:01|
3949|6310001|670|2|O FISCAL NO. 5000000000020255374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DEN|1|2026-01-08 14:33:01|
1680|6000835|800|6|9.PE: 1109RSE RECTIFICA PEDIMENTO EN BASE AL ARTICULO 89 DE LA LEY ADUANERA EN VIGOR.SE AGREGA CERTIFICADO DE ORIGEN|2|2026-01-13 17:41:08|
1680|6000826|800|1|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-09 16:32:01|
1680|5031255|800|2|5008187EMPRESA QUE ENAJENA: BCS AUTOMOTIVE INTERFACE SOLUTIONS US LLCTRANSFIERE:  BCS-AIS ENSAMBLES MEXICO, S. DE R.L.|1|2026-01-14 18:05:04|
3949|5005113|160|39|E3E-2F84-42D7-8199-95C49C2CD734,7754ED6F-F584-4CC8-AD26-B56E60F75A5E,89A993F7-CA6F-45A3-94D2-936418DA5D45,8D8FF394-EA59-|1|2026-01-07 13:36:06|
1680|5070750|240|5|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029|1|2026-01-07 16:45:04|
1680|5031260|800|6|-00-00-00-00-2025-5374.EMPRESA QUE RECIBE: FORD MOTOR COMPANY S.A.DE C.V. CHIHUAHUA ENGINE PLANT AV CRISTOBAL CHIHUAHUA|1|2026-01-12 14:42:01|
1669|5000225|810|5|LAS SUBPARTIDAS DE ESTE PEDIMENTO QUEDAN AMPARADAS BAJO LA FRACCION 9803.00.01.00|1|2026-01-08 15:37:00|
3147|5038699|470|1|PLANTA: 1701TIPO DE MATERIAL: PRODUCTIVO. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.|1|2026-01-08 18:39:00|
3949|5001067|070|3|948-5318-4076-BCD7-9C46DC486FBD. , 12DD13A9-3433-4E27-91F1-5EF829812E05. , 133F9EFE-E34C-4BF2-88F4-F382CFA7A299. , 13F83|1|2026-01-05 18:07:01|
1680|5035181|800|4|O CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.PLANTA 01110 CUAUTITLAN/RACKSSE HACE LA OPERACION AL AMPARO DE LA NORMA|1|2026-01-06 17:31:00|
3147|5000149|470|1|PLANTA: AP23A 11F2 //PLANTA ENSAMBLADORA CUAUTITLAN. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.|1|2026-01-08 20:21:01|
1669|6001581|810|4|L NO. 500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE N|2|2026-01-17 10:48:00|
1680|5070755|240|4|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-07 16:49:07|
3949|5000172|672|5|LIDADO 1 AL 31 DE DICIEMBRE DE 2025. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE|1|2026-01-07 13:21:01|
3949|5060554|071|1|PLANTA  4133A CPC 10-F2 PLANTA: 1710 TIPO DE MATERIAL: RACKS FACTOR INCREMENTABLE CORRESPONDIENTE DICIEMBRE 0.06405 FLET|1|2026-01-06 10:44:01|
1680|6001003|230|6|PEDIMENTO DE CLAVE F2 26 23 1680 5000285SE EXENTA EL PAGO DEL DTA DE CONFORMIDAD CON LA REGLA GENERAL DE COMERCIO EXTER|1|2026-01-19 11:13:01|
1680|5092189|240|1|PLANTA: 1602TIPO DE MATERIAL: NO PRODUCTIVO - REFACCIONESFACTOR INCREMENTABLE CORRESPONDIENTE A .01109ESTA OPERACION SE|1|2026-01-09 14:53:02|
1669|5000226|810|12|SEGUROS: 0.00001|1|2026-01-08 15:17:01|
1680|5050317|800|2|5319, SEGUROS 0.00001,OTROS 0.01085) LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE|1|2026-01-07 14:56:01|
1680|5070755|240|5|EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DE SEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029|1|2026-01-07 16:49:07|
1669|5023790|430|4|RT. 37 Y 37-A DE LA LEY ADUANERA.PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.EL CONOCIMIENTO DE EMBARQUE HL|1|2026-01-08 16:21:00|
1680|5005485|230|1|EXPORTACION DE CONTENEDORES VACIOS RACKS, LOS CUALES RETORNARON EN SU MISMO ESTADO, AL AMPARO DE AUTORIZACION DEL DEPOSI|1|2026-01-06 13:18:03|
3949|5060521|070|5|PEDIMENTO CONSOLIDADO 1 AL 31 DE DICIEMBRE DE 2025. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9|1|2026-01-07 14:11:01|
1680|5035179|800|4|O CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025.PLANTA 01110 CUAUTITLAN/RACKSSE HACE LA OPERACION AL AMPARO DE LA NORMA|1|2026-01-07 16:01:01|
1669|6900377|510|6|TIFICADOR FR Y SE ACTUALIZA EDOCUMENT, INCREMENTABLES, TIPO DE CAMBIO, FECHA DE ENTRADA, PERMISO CUPO, CONTRIBUCIONES, V|2|2026-01-05 15:03:01|
3949|5000639|672|5|VO. PEDIMENTO CONSOLIDADO 1 AL 29 DE DICIEMBRE DE 2025. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS|1|2026-01-02 16:13:00|
1680|5031293|800|5|ORD MOTOR COMPANY S.A. DE C.V.,HENRY FORD, NUMERO EXTERIOR 100, PISO 5, LOCALIDAD NAUCALPAN DE JUAREZ, MUNICIPIO, NAUCAL|1|2026-01-08 16:47:02|
3949|5004814|160|8|LEY ADUANERA Y 65 PARRAFO III DEL REGLAMENTO INTERNO QUE LA RIGE, SIENDO ESTA LA PRIMERA OPERACION.|1|2026-01-08 11:59:04|
1680|6011237|240|1|FACTURAS CON MAS DE 15 CARACTERES: BNSF301611-A75883-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA|1|2026-01-15 18:33:13|
1669|5007004|810|13|APLICAR LAS UNIDADES ADMINISTRATIVAS REGIONALES ADSCRITAS A LA MISMA, DEL MANUAL DE OPERACION ADUANARA EN VIGOR. SE HAC|1|2026-01-08 12:23:03|
3949|5005338|160|4|A PORTE:25D131B1-B638-4EB3-AA11-E0A3876F3BA3,CCCCD64C-3FD4-4115-A227-F379D50989B6|1|2026-01-09 08:40:01|
1680|6011243|240|2|DE VEHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO PVA-2026-002/V CON VIGENCIA DEL 01/01/2026 AL 31/12/2026SE EXIME DE P|1|2026-01-16 18:26:15|
1669|5000252|430|5|160114/25|1|2026-01-07 17:42:01|
3949|5001067|070|11|E8C-4B5A-416D-9C08-E6D030DB17B7. , 80E1C7A3-6FFB-4993-A0EE-9F06F862BEB8. , 88009FF8-90A0-4B8D-8022-3A840DBC2E6C. , 89927|1|2026-01-05 18:07:01|
3147|5037998|470|3|025 AL 15 DE NOVIEMBRE DEL 2029 LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS|1|2026-01-09 20:12:00|
1669|5023108|430|11|8,D75A4B1D-1E08-5447-893D-96252D81D587,DBD4F91B-DAC7-11F0-8FCF-EB38636A079D,DC731823-13AE-4931-BF3A-9AA0249450FELA PRESE|1|2026-01-06 10:08:00|
1680|5000277|230|2|TO EN EL NUMERAL 4.3.2.8 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS|1|2026-01-08 13:14:01|
3147|5009554|521|1|FACTURAS INTERNAS: FMMT5421UUID CARTA PORTE:883200A5-00FE-4E99-A129-E762DB2B861APLANTA HERMOSILLO 1301 MATERIAL PRODUCTI|1|2026-01-08 18:36:01|
3949|5004822|160|11|LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE|1|2026-01-08 18:28:07|
1669|5000224|810|10|PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025|1|2026-01-08 15:39:02|
3949|5060529|071|5|PEDIMENTO CONSOLIDADO 1 AL 31 DE DICIEMBRE DE 2025. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS REGLAS 1.9|1|2026-01-05 14:50:01|
3949|5004813|160|6|ON AUTORIZACION DE DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS DE AUTOTRANSPORTE|1|2026-01-08 09:37:01|
1680|5092146|240|3|SPUESTO EN EL NUMERAL 4.3.2.8 DEL APARTADO DEL DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE|1|2026-01-07 11:28:01|
1680|5092193|240|3|IA DEL 02 DESEPTIEMBRE DEL 2025 AL 15 DE NOVIEMBRE DEL 2029.LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS RE|1|2026-01-09 14:53:03|
1680|5000281|230|2|TO EN EL NUMERAL 4.3.2.8 DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICULOS|1|2026-01-07 13:46:01|
1680|5050303|800|2|LOS DE AUTOTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODUL|1|2026-01-07 17:02:03|
1680|5050308|800|4|E AL NUEVO OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 02 DESEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE D|1|2026-01-08 15:15:02|
1680|5092194|240|2|ITO FISCAL NO.500-00-00-00-00-2025-5374 OTORGADO EL 22 DE AGOSTO DEL 2025, CON VIGENCIA DEL 02 DESEPTIEMBRE DEL 2025 AL|1|2026-01-08 10:01:05|
3949|5104840|071|4|OTRANSPORTE AL AMPARO DE LA REGLA 4.5.30 DE LAS RGCE VIGENTES, MISMA QUEESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA|1|2026-01-14 15:39:02|
1680|5070756|240|4|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-07 15:02:02|
3376|6001547|240|27|PIERBURG PUMP TECHNOLOGY DE MEXICO CARR PANAMERICANA KM 284 2A FRACCION DE CRESPO 38110|2|2026-01-16 10:05:08|
3949|5104883|071|2|RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA.PEDIMENTO CONSOLIDADO DEL 01 AL 31 DE DICIEMBRE DEL 2025. FACTOR INCRE|1|2026-01-09 10:46:01|
3129|5026337|240|15|ERCIANTES NO.1300, SILAO GUANAJUATO CP.36100  ZKW MEXICO SA DE CV, AVENIDA PENAFIEL NO.1 , SILAO GTO. CP.36275 GISEDERLA|1|2026-01-14 09:03:03|
1680|5031261|800|1|OPERACION REALIZADA AL AMPARO DE LA REGLA 4.3.21.ESTA OPERACION SE RELACIONA CON EL PEDIMENTO DE EXPORTACION: 25 64 3589|1|2026-01-08 15:55:03|
1680|5031269|800|6|SAN MATEO NOPALA, NAUCALPAN NO. 100, JUAREZ ESTADO DE MEXICO. C.P. 53126. RFC: FMO8304236C5. NUMERO DE AUTORIZACION DE|1|2026-01-13 11:21:08|
1680|5035184|800|1|FACTURAS CON MAS DE 15 CARACTERES: 6AF3496F-F7D1-42B2-AE0D-AFBB37F68B52. , FB7E5DDD-631F-4041-B09A-7067E7C0ADBCLA PRESEN|1|2026-01-08 10:55:00|
3949|5104839|071|5|.5.30 DE LA RGCE VIGENTES, MISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OP|1|2026-01-06 09:12:01|
1680|6011221|240|2|36-1/1REGISTRO ANTE LA SECRETARIA DE ECONOMIA COMO EMPRESA PRODUCTORA DE VEHICULOS AUTOMOTORES LIGEROS NUEVOS CON NUMERO|2|2026-01-03 13:19:02|
1680|5031281|800|1|OPERACION REALIZADA AL AMPARO DE LA REGLA 4.3.21.ESTA OPERACION SE RELACIONA CON EL PEDIMENTO DE EXPORTACION: 26 67 6172|1|2026-01-12 17:03:00|
1669|5000224|810|18|ESTA OPERACION SE REALIZA AL AMPARO DEL OFICIO DE AUTORIZACION DE DEPOSITO FISCAL NO. 500-00-00-00-00-2025-5374 OTORGADO|1|2026-01-08 15:39:02|
1680|5000283|230|3|S DE AUTOTRANSPORTE DE LOS LINEAMIENTOS DE FUNCIONES A CARGO DE LA ADMINISTRACION GENERAL DE ADUANAS QUE HABRAN DE APLIC|1|2026-01-07 12:44:01|
3949|5060536|070|1|PLANTA  4133A CPC 11-F2 TIPO DE MATERIAL PRODUCTIVO FACTOR INCREMENTABLE CORRESPONDIENTE DICIEMBRE 0.06405 FLETES 0.0531|1|2026-01-06 11:37:02|
3147|5000826|850|5|E AL NUEVO OFICIO NO. 500-00-00-00-00-2025-5374 CUYA VIGENCIA INICIA EL 02 DE SEPTIEMBRE DE 2025, MOTIVO POR EL CUAL SE|1|2026-01-08 14:05:13|
1680|6002484|800|2|VAMENTE DE CONFORMIDADCON EL ART.120 FRACCION I DE LA LEY ADUANERA Y EN TERMINOS DEL NUMERAL 4.3.2.10 DEL MANUALDE OPERA|1|2026-01-16 10:07:01|
1669|5000227|810|11|CPC 11-F2 LOCALIDAD EF18A|1|2026-01-08 15:41:02|
3569|5027459|232|4|DE CONFORMIDAD CON LAS RGCE 1.9.17 Y 3.1.32 DE LAS RCGE VIGENTES.  LA FACTURA 00000752931 FUE DESPACHADA VIA CHARTER CON|1|2026-01-06 11:29:00|
1680|6002456|800|3|CION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIAAUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEHICU|1|2026-01-14 13:24:04|
1680|6011229|240|4|CCION VII DE LA LEY DE TENENCIA|1|2026-01-09 19:07:12|
1680|5031263|800|3|CE, P. R. CHINA RFC-TAX ID: 914113001764803359TRANSFIERE:   FACTORIA INDUSTRIAL  RETORNO MARIO VARGAS LLOSA 101 COMPLEJO|1|2026-01-12 10:16:01|
1680|5000281|230|1|ESTA MERCANCIA SE IMPORTA BAJO EL DEPOSITO FISCAL AUTOMOTRIZ NO. 500-00-00-00-00-2025-5374.DE CONFORMIDAD CON LO DISPUES|1|2026-01-07 13:46:01|
1680|5070741|240|3|NICIA EL 02 DE SEPTIEMBRE DE 2025 AL 15 DE NOVIEMBRE DEL 2029. LA PRESENTE OPERACION SE EFECTUA BAJO CONFORMIDAD CON LAS|1|2026-01-08 17:17:03|
3949|5104833|071|2|REMENTABLES CORRESPONDIENTE AL MES DE DICIEMBRE FLETE:0.01108, SEGURO:0.0001PEDIMENTO CONSOLIDADO DEL 01 AL 15 DE DICIEM|1|2026-01-08 18:36:00|
3147|5038482|470|3|ISMA QUE ESTABA VIGENTE AL MOMENTO DE LA MODULACION DE LA MERCANCIA OBJETO DE LA PRESENTE OPERACION, BAJO EL OFICIO NO.|1|2026-01-08 15:49:01|
1680|6000847|800|3|RACION ADUANERA VIGENTE DENTRO DEL APARTADO DEPOSITO FISCAL PARA LA INDUSTRIA AUTOMOTRIZ TERMINAL O MANUFACTURERA DE VEH|1|2026-01-16 16:58:02|
1680|5034296|800|3|CON LAS REGLAS 1.9.17 Y 3.1.32 DE LAS RGCE VIGENTES, ART. 37 Y 37-A DE LA LEY ADUANERA. PEDIMENTO CONSOLIDADO DEL 01 AL|1|2026-01-05 15:26:03|
1680|5070753|240|1|LAS SUBPARTIDAS DE ESTE PEDIMENTO QUEDAN AMPARADAS BAJO LA FRACCION 9803000100.PE 4125A CPC 11-F2 FI:0.06405 (FLETES 0.0|1|2026-01-07 16:56:06|
1680|5031287|800|6|COMPANY CUAUTITLAN BATTERY ASSEMBLY HWQXA, CIENCIAS 13 , CUAUTITLAN, MEX 54730 MEXICO CODIGO PLANTA:HWQXA|1|2026-01-09 15:43:02|
1680|5031291|800|3|3864536TRANSFIERE: NIDEC MOBILITY MEXICO, S. DE R.L. DE C.V. AVENIDA PARAISO NO. 344 COLONIA LAS COLINAS CP.36270 SILAO|1|2026-01-12 12:44:02|
